"id","UniProt","Symbol","Ligand Name","Ligand Is Drug","Ligand SMILES","Ligand PubChem ID","Ligand ChEMBL ID","Ligand Guide to Pharmacology ID","Ligand DrugCentral ID","Ligand Description","Preferred Term","UNII","Ligand Activity","Ligand Activity Type","Ligand Action","Ligand References","Ligand Reference Source","Ligand PubMed IDs"
8358,"Q01959","SLC6A3","(2S,3S)-N-(2-Bromopyridin-4-yl)-3-(4-chlorophenyl)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxamide",0,"CN1C2CCC1[C@@H](C(=O)Nc1ccnc(Br)c1)[C@@H](c1ccc(Cl)cc1)C2","57391031","CHEMBL1914694","","",,,,7.08,"Ki",,"Bioorg. Med. Chem. Lett., (2011) 21:10:2962",,"21458259"
8358,"Q01959","SLC6A3","N-(3-fluorobenzyl)-N-isobutylpiperidin-4-amine fumaric acid salt",0,"CC(C)CN(Cc1cccc(F)c1)C1CCNCC1.O=C(O)/C=C/C(=O)O","44411178","CHEMBL208444","","",,,,7.06,"Ki",,"Bioorg. Med. Chem. Lett., (2006) 16:10:2714",,"16497500"
8358,"Q01959","SLC6A3","(2S,3S)-N-(6-Bromopyridin-2-yl)-3-(4-chlorophenyl)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxamide",0,"CN1C2CCC1[C@@H](C(=O)Nc1cccc(Br)n1)[C@@H](c1ccc(Cl)cc1)C2","50917604","CHEMBL1914692","","",,,,7.06,"Ki",,"Bioorg. Med. Chem. Lett., (2011) 21:10:2962",,"21458259"
8358,"Q01959","SLC6A3","(1R,2S,3S,5S)-2-fluoroethyl 3-(3-((Z)-2-iodovinyl)phenyl)-8-azabicyclo[3.2.1]octane-2-carboxylate",0,"O=C(OCCF)[C@H]1[C@@H](c2cccc(/C=C\I)c2)C[C@@H]2CC[C@H]1N2","57403872","CHEMBL1944831","","",,,,7.05,"Ki",,"Bioorg. Med. Chem., (2012) 20:4:1388",,"22300887"
8358,"Q01959","SLC6A3","1-(3-(5-benzhydryl-1H-tetrazol-1-yl)propyl)-4-phenylpiperidine",0,"c1ccc(C2CCN(CCCn3nnnc3C(c3ccccc3)c3ccccc3)CC2)cc1","145984374","CHEMBL4277585","","",,,,7.05,"IC50",,"Bioorg Med Chem, (2018) 26:20:5538",,"30293797"
8358,"Q01959","SLC6A3","(S)-3-[Bis-(4-chloro-phenyl)-methoxy]-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylic acid methyl ester",0,"COC(=O)C1C2CCC(C[C@@H]1OC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)N2C","44349166","CHEMBL333331","","",,,,7.04,"IC50",,"J. Med. Chem., (1996) 39:2:371",,"8558504"
8358,"Q01959","SLC6A3","(1R,2S,3S,5S)-methyl 3-(4-iodophenyl)-8-(2-methylbenzyl)-8-azabicyclo[3.2.1]octane-2-carboxylate",0,"COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2Cc1ccccc1C","10600622","CHEMBL1945250","","",,,,7.03,"Ki",,"Bioorg. Med. Chem., (2012) 20:4:1388",,"22300887"
8358,"Q01959","SLC6A3","1-(3-(5-Benzhydryl-1H-tetrazol-1-yl)propyl)-4-benzylpiperidine",0,"c1ccc(CC2CCN(CCCn3nnnc3C(c3ccccc3)c3ccccc3)CC2)cc1","137640624","CHEMBL4073939","","",,,,7.03,"IC50",,"Bioorg Med Chem, (2017) 25:7:2266",,"28274674"
8358,"Q01959","SLC6A3","Phenyl-piperidin-2-yl-acetic acid ethyl ester hydrochloride",0,"CCOC(=O)C(c1ccccc1)C1CCCCN1.Cl","45263249","CHEMBL534479","","",,,,7.02,"IC50",,"J. Med. Chem., (2005) 48:8:2876",,"15828826"
8358,"Q01959","SLC6A3","Phenyl-piperidin-2-yl-acetic acid ethyl ester hydrochloride",0,"CCOC(=O)C(c1ccccc1)C1CCCCN1.Cl","45263249","CHEMBL534479","","",,,,6.5,"IC50",,"J. Med. Chem., (2005) 48:8:2876",,"15828826"
8358,"Q01959","SLC6A3","N-(2-(3'-Fluorophenyl)ethyl)-N-methyl-8-aminopentacyclo[5.4.0.02,6.03,10.05,9]undecane",0,"CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41","53325861","CHEMBL1643902","","",,,,7,"Ki",,"Bioorg. Med. Chem. Lett., (2011) 21:1:38",,"21146989"
8358,"Q01959","SLC6A3","N-(2-(3'-Fluorophenyl)ethyl)-N-methyl-8-aminopentacyclo[5.4.0.02,6.03,10.05,9]undecane",0,"CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41","53325861","CHEMBL1643902","","",,,,7,"Ki",,"Bioorg. Med. Chem., (2013) 21:19:6038",,"23981939"
8358,"Q01959","SLC6A3","1-(4-(2-((Bis(4-fluorophenyl)methyl)thio)ethyl)piperazin-1-yl)-propan-2-ol",0,"CC(O)CN1CCN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1","90389439","CHEMBL3916231","","",,,,7,"Ki",,"J Med Chem, (2016) 59:23:10676",,"27933960"
8358,"Q01959","SLC6A3","1-(4-(2-((Bis(4-fluorophenyl)methyl)thio)ethyl)piperazin-1-yl)-propan-2-ol",0,"CC(O)CN1CCN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1","90389439","CHEMBL3916231","","",,,,6.7,"Ki",,"J Med Chem, (2016) 59:23:10676",,"27933960"
8358,"Q01959","SLC6A3","2beta-(3-Methylisoxazol-5-yl)-3alpha-(3,4-dichlorophenyl)-8-thiabicyclo[3.2.1]octane",0,"Cc1cc([C@@H]2C3CCC(C[C@H]2c2ccc(Cl)c(Cl)c2)S3)on1","53323300","CHEMBL1643656","","",,,,6.99,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:1:48",,"21146984"
8358,"Q01959","SLC6A3","1-(4-furan-2-ylphenyl)-2-pyrrolidin-1-yl-pentan-1-one",0,"CCCC(C(=O)c1ccc(-c2ccco2)cc1)N1CCCC1","11197267","CHEMBL201976","","",,,,6.98,"Ki",,"J. Med. Chem., (2006) 49:4:1420",,"16480278"
8358,"Q01959","SLC6A3","1-(4-furan-2-ylphenyl)-2-pyrrolidin-1-yl-pentan-1-one",0,"CCCC(C(=O)c1ccc(-c2ccco2)cc1)N1CCCC1","11197267","CHEMBL201976","","",,,,6.91,"IC50",,"J. Med. Chem., (2006) 49:4:1420",,"16480278"
8358,"Q01959","SLC6A3","3beta-(4-methylphenyl)-2beta-[5-(3,4-dichlorophenyl)thiazol-2-yl]-tropane",0,"Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)c(Cl)c4)s2)N3C)cc1","16748951","CHEMBL376113","","",,,,6.98,"Ki",,"J. Med. Chem., (2007) 50:15:3686",,"17602602"
8358,"Q01959","SLC6A3","3beta-(4-methylphenyl)-2beta-[5-(3,4-dichlorophenyl)thiazol-2-yl]-tropane",0,"Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)c(Cl)c4)s2)N3C)cc1","16748951","CHEMBL376113","","",,,,6.33,"IC50",,"J. Med. Chem., (2007) 50:15:3686",,"17602602"
8358,"Q01959","SLC6A3","2-(8-(2-((Bis(4-fluorophenyl)methyl)thio)ethyl)-2,8-diazaspiro[4.5]decan-2-yl)-1-phenylethan-1-ol",0,"OC(CN1CCC2(CCN(CCSC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1)c1ccccc1","142590743","CHEMBL4640372","","",,,,6.98,"Ki",,"J Med Chem, (2020) 63:5:2343",,"31661268"
8358,"Q01959","SLC6A3","2-(8-(2-((Bis(4-fluorophenyl)methyl)thio)ethyl)-2,8-diazaspiro[4.5]decan-2-yl)-1-phenylethan-1-ol",0,"OC(CN1CCC2(CCN(CCSC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1)c1ccccc1","142590743","CHEMBL4640372","","",,,,6.57,"Ki",,"J Med Chem, (2020) 63:5:2343",,"31661268"
8358,"Q01959","SLC6A3","(2S,3S)-N-(6-Bromopyridin-3-yl)-3-(4-chlorophenyl)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxamide",0,"CN1C2CCC1[C@@H](C(=O)Nc1ccc(Br)nc1)[C@@H](c1ccc(Cl)cc1)C2","50917780","CHEMBL1914693","","",,,,6.97,"Ki",,"Bioorg. Med. Chem. Lett., (2011) 21:10:2962",,"21458259"
8358,"Q01959","SLC6A3","rac-2,6-dimethyl-4-phenyl-1,2,3,4-tetrahydroisoquinoline",0,"Cc1ccc2c(c1)C(c1ccccc1)CN(C)C2","22386812","CHEMBL2206520","","",,,,6.97,"Ki",,"Bioorg. Med. Chem. Lett., (2012) 22:23:7219",,"23084899"
8358,"Q01959","SLC6A3","3-(4-Fluoro-phenyl)-7-hydroxy-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylic acid methyl ester",0,"COC(=O)C1C(c2ccc(F)cc2)CC2C[C@@H](O)C1N2C","44321638","CHEMBL89709","","",,,,6.96,"IC50",,"J. Med. Chem., (2001) 44:16:2619",,"11472216"
8358,"Q01959","SLC6A3","3-(4-Fluoro-phenyl)-7-hydroxy-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylic acid methyl ester",0,"COC(=O)C1C(c2ccc(F)cc2)CC2C[C@@H](O)C1N2C","44321638","CHEMBL89709","","",,,,6.91,"IC50",,"J. Med. Chem., (2001) 44:16:2619",,"11472216"
8358,"Q01959","SLC6A3","5-(4-Methoxy-phenyl)-2,5-dihydro-3H-imidazo[2,1-a]isoindol-5-ol",0,"COc1ccc(C2(O)c3ccccc3C3=NCCN32)cc1","214398","CHEMBL129832","","",,,,6.96,"IC50",,"J. Med. Chem., (2002) 45:19:4097",,"12213053"
8358,"Q01959","SLC6A3","5-Benzo[1,3]dioxol-5-yl-2,5-dihydro-3H-imidazo[2,1-a]isoindol-5-ol",0,"OC1(c2ccc3c(c2)OCO3)c2ccccc2C2=NCCN21","11808524","CHEMBL435787","","",,,,6.95,"IC50",,"J. Med. Chem., (2002) 45:19:4097",,"12213053"
8358,"Q01959","SLC6A3","(1R,2S,3S,5S)-methyl 3-(3-iodo-4-methylphenyl)-8-azabicyclo[3.2.1]octane-2-carboxylate",0,"COC(=O)[C@H]1[C@@H](c2ccc(C)c(I)c2)C[C@@H]2CC[C@H]1N2","10786304","CHEMBL1944977","","",,,,6.95,"Ki",,"Bioorg. Med. Chem., (2012) 20:4:1388",,"22300887"
8358,"Q01959","SLC6A3","rac-2,7-dimethyl-4-phenyl-1,2,3,4-tetrahydroisoquinoline",0,"Cc1ccc2c(c1)CN(C)CC2c1ccccc1","10130931","CHEMBL2206516","","",,,,6.95,"Ki",,"Bioorg. Med. Chem. Lett., (2012) 22:23:7219",,"23084899"
8358,"Q01959","SLC6A3","(1R,2S,3S,5S)-methyl 8-(3-iodoallyl)-3-phenyl-8-azabicyclo[3.2.1]octane-2-carboxylate",0,"COC(=O)[C@H]1[C@@H](c2ccccc2)C[C@@H]2CC[C@H]1N2C/C=C/I","10525660","CHEMBL1945252","","",,,,6.94,"Ki",,"Bioorg. Med. Chem., (2012) 20:4:1388",,"22300887"
8358,"Q01959","SLC6A3","1-(5,5-bis(4-fluorophenyl)pentyl)-3-(4-chloro-2-methylphenyl)urea",0,"Cc1cc(Cl)ccc1NC(=O)NCCCCC(c1ccc(F)cc1)c1ccc(F)cc1","","CHEMBL4740660","","",,,,6.93,"Ki",,"Eur J Med Chem, (2021) 209:None:112866",,"33039722"
8358,"Q01959","SLC6A3","(S)-3-[Bis-(4-fluoro-phenyl)-methoxy]-8-[3-(4-iodo-phenyl)-propyl]-8-aza-bicyclo[3.2.1]octane-2-carboxylic acid methyl ester",0,"COC(=O)C1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2CCCc1ccc(I)cc1","44348915","CHEMBL125871","","",,,,6.92,"IC50",,"J. Med. Chem., (1996) 39:2:371",,"8558504"
8358,"Q01959","SLC6A3","3beta-(4-methylphenyl)-2beta-[3'-methyl-4'-(4-methoxyphenyl)isoxazol-5-yl]tropane hydrochloride",0,"COc1ccc(-c2c(C)noc2[C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1.Cl","44560598","CHEMBL488422","","",,,,6.92,"IC50",,"Bioorg. Med. Chem., (2008) 16:14:6682",,"18556210"
8358,"Q01959","SLC6A3","5-(3,4-dichlorophenyl)-5,8-diazaspiro[2.6]nonan-6-one hydrochloride",0,"Cl.O=C1CNCC2(CC2)CN1c1ccc(Cl)c(Cl)c1","118719847","CHEMBL3353960","","",,,,6.92,"IC50",,"Bioorg. Med. Chem. Lett., (2014) 24:16:3898",,"25017029"
8358,"Q01959","SLC6A3","Cyclohexyl-(3,4-dichloro-phenyl)-acetonitrile",0,"N#CC(c1ccc(Cl)c(Cl)c1)C1CCCCC1","10084369","CHEMBL432482","","",,,,6.9,"IC50",,"J. Med. Chem., (2003) 46:8:1538",,"12672255"
8358,"Q01959","SLC6A3","9-(4-Chloro-phenyl)-9-methyl-1,2,3,9-tetrahydro-4,9a-diaza-fluorene",0,"CC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21","11000971","CHEMBL132962","","",,,,6.9,"IC50",,"J. Med. Chem., (2002) 45:19:4097",,"12213053"
8358,"Q01959","SLC6A3","1-[(2R,3S)-3-(4-Chloro-phenyl)-8-methyl-8-aza-bicyclo[3.2.1]oct-2-yl]-2,2,2-trifluoro-ethanol",0,"CN1C2CCC1[C@H](C(O)C(F)(F)F)[C@@H](c1ccc(Cl)cc1)C2","44276148","CHEMBL285342","","",,,,6.9,"IC50",,"Bioorg. Med. Chem. Lett., (1993) 3:6:1327",,
8358,"Q01959","SLC6A3","1-[(2R,3S)-3-(4-Chloro-phenyl)-8-methyl-8-aza-bicyclo[3.2.1]oct-2-yl]-2,2,2-trifluoro-ethanol",0,"CN1C2CCC1[C@H](C(O)C(F)(F)F)[C@@H](c1ccc(Cl)cc1)C2","44276148","CHEMBL285342","","",,,,6.78,"IC50",,"Bioorg. Med. Chem. Lett., (1993) 3:6:1327",,
8358,"Q01959","SLC6A3","1-[(2R,3S)-3-(4-Chloro-phenyl)-8-methyl-8-aza-bicyclo[3.2.1]oct-2-yl]-2,2,2-trifluoro-ethanol",0,"CN1C2CCC1[C@H](C(O)C(F)(F)F)[C@@H](c1ccc(Cl)cc1)C2","44276148","CHEMBL285342","","",,,,6.28,"IC50",,"Bioorg. Med. Chem. Lett., (1993) 3:6:1327",,
8358,"Q01959","SLC6A3","2-(3-Phenylisoxazol-5-yl)-3-(4-bromophenyl)-8-thiabicyclo[3.2.1]oct-2-ene",0,"Brc1ccc(C2=C(c3cc(-c4ccccc4)no3)C3CCC(C2)S3)cc1","53318004","CHEMBL1643650","","",,,,6.9,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:1:48",,"21146984"
8358,"Q01959","SLC6A3","(2S,3S)-3-(4-Chlorophenyl)-N-(6-fluoropyridin-2-yl)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxamide",0,"CN1C2CCC1[C@@H](C(=O)Nc1cccc(F)n1)[C@@H](c1ccc(Cl)cc1)C2","50917784","CHEMBL1914695","","",,,,6.9,"Ki",,"Bioorg. Med. Chem. Lett., (2011) 21:10:2962",,"21458259"
8358,"Q01959","SLC6A3","(S)-N-(Cubyl)methyl-8-aminopentacyclo[5.4.0.02,6.03,10.05,9]undecane",0,"C1C2C3CC4C2C2C1C3[C@H](NCC13C5C6C7C5C1C7C63)C42","73355415","CHEMBL2432039","","",,,,6.9,"Ki",,"Bioorg. Med. Chem., (2013) 21:19:6038",,"23981939"
8358,"Q01959","SLC6A3","Methyl (2S,3S,4R,5R)-5-(2-((5-Chlorothiophen-2-yl)ethynyl)-6-(methylamino)-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-carboxylate",0,"CNc1nc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@@H]1O[C@H](C(=O)OC)[C@@H](O)[C@H]1O","137653203","CHEMBL4092411","","",,,,6.9,"EC50",,"J Med Chem, (2017) 60:7:3109",,"28319392"
8358,"Q01959","SLC6A3","Methyl (2S,3S,4R,5R)-5-(2-((5-Chlorothiophen-2-yl)ethynyl)-6-(methylamino)-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-carboxylate",0,"CNc1nc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@@H]1O[C@H](C(=O)OC)[C@@H](O)[C@H]1O","137653203","CHEMBL4092411","","",,,,6.4,"IC50",,"J Med Chem, (2017) 60:7:3109",,"28319392"
8358,"Q01959","SLC6A3","Methyl (2S,3S,4R,5R)-5-(2-((5-Chlorothiophen-2-yl)ethynyl)-6-(methylamino)-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-carboxylate",0,"CNc1nc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@@H]1O[C@H](C(=O)OC)[C@@H](O)[C@H]1O","137653203","CHEMBL4092411","","",,,,6.07,"EC50",,"J Med Chem, (2017) 60:7:3109",,"28319392"
8358,"Q01959","SLC6A3","Cyclopentyl-(3,4-dichloro-phenyl)-acetonitrile",0,"N#CC(c1ccc(Cl)c(Cl)c1)C1CCCC1","10244015","CHEMBL39241","","",,,,6.89,"IC50",,"J. Med. Chem., (2003) 46:8:1538",,"12672255"
8358,"Q01959","SLC6A3","3beta-(4-methylphenyl)-2beta-[5-(4-bromophenyl)thiazol-2-yl]tropan",0,"Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Br)cc4)s2)N3C)cc1","16748007","CHEMBL375685","","",,,,6.89,"Ki",,"J. Med. Chem., (2007) 50:15:3686",,"17602602"
8358,"Q01959","SLC6A3","3beta-(4-methylphenyl)-2beta-[5-(4-bromophenyl)thiazol-2-yl]tropan",0,"Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Br)cc4)s2)N3C)cc1","16748007","CHEMBL375685","","",,,,6.09,"IC50",,"J. Med. Chem., (2007) 50:15:3686",,"17602602"
8358,"Q01959","SLC6A3","2beta-(3-Phenylisoxazol-5-yl)-3alpha-(4-chlorophenyl)-8-thiabicyclo[3.2.1]octane",0,"Clc1ccc([C@@H]2CC3CCC(S3)C2c2cc(-c3ccccc3)no2)cc1","53321510","CHEMBL1643659","","",,,,6.89,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:1:48",,"21146984"
8358,"Q01959","SLC6A3","rac-2-methyl-4-phenyl-1,2,3,4-tetrahydroisoquinolin-8-ol",0,"CN1Cc2c(O)cccc2C(c2ccccc2)C1","14571114","CHEMBL2206514","","",,,,6.89,"Ki",,"Bioorg. Med. Chem. Lett., (2012) 22:23:7219",,"23084899"
8358,"Q01959","SLC6A3","(+)-1-[(1S)-1-(3-Chlorophenyl)-2-piperazin-1-ylethyl]cyclohexanol Dihydrochloride",0,"Cl.Cl.OC1([C@H](CN2CCNCC2)c2cccc(Cl)c2)CCCCC1","11349977","CHEMBL461707","","",,,,6.87,"Ki",,"J. Med. Chem., (2008) 51:13:4038",,"18557608"
8358,"Q01959","SLC6A3","2-(N-tert-Butylamino)-3'-chlorooctanophenone",0,"CCCCCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1","44543268","CHEMBL565593","","",,,,6.87,"IC50",,"J. Med. Chem., (2009) 52:21:6768",,"19821577"
8358,"Q01959","SLC6A3","2-(N-tert-Butylamino)-3'-chlorooctanophenone",0,"CCCCCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1","44543268","CHEMBL565593","","",,,,6.29,"Ki",,"J. Med. Chem., (2009) 52:21:6768",,"19821577"
8358,"Q01959","SLC6A3","[18F]-(1R,2S,3S,5S)-3-(4-chlorophenyl)-8-(3-fluoropropyl)-N,N-dimethyl-8-azabicyclo[3.2.1]octane-2-carboxamide",0,"CN(C)C(=O)[C@H]1[C@@H](c2ccc(Cl)cc2)C[C@@H]2CC[C@H]1N2CCC[18F]","70690425","CHEMBL2048523","","",,,,6.87,"Ki",,"Bioorg. Med. Chem. Lett., (2012) 22:13:4303",,"22658558"
8358,"Q01959","SLC6A3","2-(3-Methylisoxazol-5-yl)-3-(4-bromophenyl)-8-thiabicyclo[3.2.1]oct-2-ene",0,"Cc1cc(C2=C(c3ccc(Br)cc3)CC3CCC2S3)on1","53318001","CHEMBL1643645","","",,,,6.86,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:1:48",,"21146984"
8358,"Q01959","SLC6A3","(R)-(2-(2-(2-Methylpyrrolidin-1-yl)ethyl)benzofuran-5-yl)(4-nitrophenyl)methanone",0,"C[C@@H]1CCCN1CCc1cc2cc(C(=O)c3ccc([N+](=O)[O-])cc3)ccc2o1","56963799","CHEMBL2031737","","",,,,6.86,"Ki",,"J. Med. Chem., (2012) 55:5:2406",,"22313227"
8358,"Q01959","SLC6A3","3beta-(4-methylphenyl)-2beta-[5-(4'-nitrophenyl)thiazol-2-yl]tropan",0,"Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc([N+](=O)[O-])cc4)s2)N3C)cc1","16748383","CHEMBL229436","","",,,,6.85,"Ki",,"J. Med. Chem., (2007) 50:15:3686",,"17602602"
8358,"Q01959","SLC6A3","3beta-(4-methylphenyl)-2beta-[5-(4'-nitrophenyl)thiazol-2-yl]tropan",0,"Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc([N+](=O)[O-])cc4)s2)N3C)cc1","16748383","CHEMBL229436","","",,,,6.71,"IC50",,"J. Med. Chem., (2007) 50:15:3686",,"17602602"
8358,"Q01959","SLC6A3","2-(3,4-dichlorophenyl)-N-(thiophen-2-ylmethyl)cyclopent-1-enecarboxamide",0,"O=C(NCc1cccs1)C1=C(c2ccc(Cl)c(Cl)c2)CCC1","44443890","CHEMBL428408","","",,,,6.85,"Ki",,"Bioorg. Med. Chem. Lett., (2007) 17:21:6019",,"17869101"
8358,"Q01959","SLC6A3","2-(N-tert-Butylamino)-3'-chlorophenyl-4-methylpentanophenone",0,"CC(C)CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1","44542657","CHEMBL565594","","",,,,6.85,"Ki",,"J. Med. Chem., (2009) 52:21:6768",,"19821577"
8358,"Q01959","SLC6A3","2-(N-tert-Butylamino)-3'-chlorophenyl-4-methylpentanophenone",0,"CC(C)CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1","44542657","CHEMBL565594","","",,,,6.36,"IC50",,"J. Med. Chem., (2009) 52:21:6768",,"19821577"
8358,"Q01959","SLC6A3","1-(4,4-bis(4-fluorophenyl)butyl)-3-(4-chloro-3-(trifluoromethyl)phenyl)urea",0,"O=C(NCCCC(c1ccc(F)cc1)c1ccc(F)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1","","CHEMBL4746100","","",,,,6.85,"Ki",,"Eur J Med Chem, (2021) 209:None:112866",,"33039722"
8358,"Q01959","SLC6A3","Cyclohexyl-(3,4-dichloro-phenyl)-acetic acid methyl ester",0,"COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCC1","10891958","CHEMBL40169","","",,,,6.84,"IC50",,"J. Med. Chem., (2003) 46:8:1538",,"12672255"
8358,"Q01959","SLC6A3","1-(3,4-dichlorophenyl)-2-piperidin-1-yl-pentan-1-one",0,"CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCCC1","11449834","CHEMBL204288","","",,,,6.84,"Ki",,"J. Med. Chem., (2006) 49:4:1420",,"16480278"
8358,"Q01959","SLC6A3","1-(3,4-dichlorophenyl)-2-piperidin-1-yl-pentan-1-one",0,"CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCCC1","11449834","CHEMBL204288","","",,,,6.18,"IC50",,"J. Med. Chem., (2006) 49:4:1420",,"16480278"
8358,"Q01959","SLC6A3","1-(5,5-bis(4-methoxyphenyl)pentyl)-3-(4-chloro-3-nitrophenyl)urea",0,"COc1ccc(C(CCCCNC(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)c2ccc(OC)cc2)cc1","146347131","CHEMBL4751312","","",,,,6.84,"Ki",,"Eur J Med Chem, (2021) 209:None:112866",,"33039722"
8358,"Q01959","SLC6A3","(+/-)-N-(2-(1H-Indol-3-yl))ethyl-2beta-carboethoxy-3alpha-[bis(4-fluorophenyl)methoxy]tropane",0,"CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2CCc1c[nH]c2ccccc12","137647807","CHEMBL4085107","","",,,,6.83,"Ki",,"J Med Chem, (2017) 60:24:10172",,"29227643"
8358,"Q01959","SLC6A3","(+/-)-N-(2-(1H-Indol-3-yl))ethyl-2beta-carboethoxy-3alpha-[bis(4-fluorophenyl)methoxy]tropane",0,"CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2CCc1c[nH]c2ccccc12","137647807","CHEMBL4085107","","",,,,6.03,"Ki",,"J Med Chem, (2017) 60:24:10172",,"29227643"
8358,"Q01959","SLC6A3","1-[4-[2-(Diphenylmethoxy)ethyl]piperazinyl]-2-methyl-3-phenylpropan-2-ol",0,"CC(O)(Cc1ccccc1)CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1","24825333","CHEMBL512280","","",,,,6.82,"Ki",,"J. Med. Chem., (2008) 51:9:2795",,"18393401"
8358,"Q01959","SLC6A3","4-(2-pyrrolidin-1-yl-pentanoyl)benzoic acid methyl Ester",0,"CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1","11415039","CHEMBL201666","","",,,,6.81,"IC50",,"J. Med. Chem., (2006) 49:4:1420",,"16480278"
8358,"Q01959","SLC6A3","4-(2-pyrrolidin-1-yl-pentanoyl)benzoic acid methyl Ester",0,"CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1","11415039","CHEMBL201666","","",,,,6.44,"Ki",,"J. Med. Chem., (2006) 49:4:1420",,"16480278"
8358,"Q01959","SLC6A3","2-(N-Pyrrolidinyl)-3'-fluoropropiophenone",0,"CC(C(=O)c1cccc(F)c1)N1CCCCC1","45141805","CHEMBL599028","","",,,,6.81,"IC50",,"J. Med. Chem., (2010) 53:5:2204",,"20158204"
8358,"Q01959","SLC6A3","2-(3-Methylisoxazol-5-yl)-3-(4-chlorophenyl)-8-thiabicyclo[3.2.1]oct-2-ene",0,"Cc1cc(C2=C(c3ccc(Cl)cc3)CC3CCC2S3)on1","53317591","CHEMBL1643644","","",,,,6.81,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:1:48",,"21146984"
8358,"Q01959","SLC6A3","4,5,7,8,10,14a,15,16,17,18,19,19a-dodecahydro-20-methyl-11,14-theno-16,19-iminocyclohept[c][1,9]oxaazacyclohexadecine-3,6,9(1H)-trione",0,"CN1C2CCC1C1COC(=O)CCC(=O)CCC(=O)Nc3ccc(cc3)C1C2","44413856","CHEMBL379333","","",,,,6.8,"IC50",,"J. Med. Chem., (2006) 49:15:4589",,"16854064"
8358,"Q01959","SLC6A3","2beta-(3-Phenylisoxazol-5-yl)-3beta-phenyl-8-thiabicyclo[3.2.1]octane",0,"c1ccc(-c2cc(C3C4CCC(C[C@@H]3c3ccccc3)S4)on2)cc1","53316708","CHEMBL1643667","","",,,,6.8,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:1:48",,"21146984"
