CUI,MSH
C1564568,D050738
C1565106,D051270
C1565107,D051271
C1565950,D008579
C1566590,D051799
C1567426,D021782
C1567743,D009394
C1387797,C536369
C1389016,C562831
C1390029,D002037
C1390376,D000067453
C1394891,C563242
C1396276,C000721947
C1403891,D014884
C1404372,D009050
C1412000,D065666
C1412014,D018270
C1412041,C538101
C1442935,C563248
C1443892,D011778
C1449566,D046188
C1449626,D046589
C1449631,D001657
C1449647,D010538
C1449842,D011546
C1449853,D012393
C1450010,D049068
C1455705,D006646
C1455735,C535569
C1456791,D003015
C1457898,Q000254
C1458155,D001943
C1510412,D017541
C1510417,D020235
C1510456,D001041
C1510460,D009958
C1511698,D053904
C1514481,C548085
C1516669,D060965
C1520113,D060449
C1522378,D054066
C1522522,D013595
C1527226,D017675
C1527231,D000326
C1527287,D063485
C1527298,D004405
C1527310,D012030
C1527330,D026681
C1527337,D028227
C1527340,D014832
C1527358,D017484
C1527368,D005892
C1527384,D014202
C1527395,D003112
C1527401,D007331
C1527403,D008101
C1527404,D009634
C1527406,D011111
C1531608,D000075122
C1532094,D011818
C1535926,D065886
C1541124,D011707
C1561989,D000092423
C1562061,C563255
C1562894,C535942
C1563367,D005067
C1563719,D017436
C1565171,D051302
C1565249,D051346
C1565662,D058186
C1567435,D007690
C1567744,D009394
C1337035,C536762
C1370824,D008478
C1370889,D008080
C1384493,D003139
C1384606,D004414
C1384666,D034381
C1384687,C538433
C1388120,C000719191
C1388233,D000094627
C1390030,D002037
C1398625,D000078064
C1399870,D052202
C1405990,D064891
C1443045,D012569
C1443237,D000077299
C1449563,D002311
C1449630,D046628
C1449809,D048090
C1450029,D049148
C1450051,D020389
C1452968,D014770
C1455728,C537957
C1456779,D019574
C1456784,D010259
C1456865,D014514
C1504412,D011629
C1504464,D057867
C1504554,D010007
C1510455,D000168
C1510471,D001361
C1510489,D028243
C1511760,D017384
C1513094,D000095868
C1515263,D059506
C1517955,C538301
C1520159,C536741
C1522512,D000275
C1527197,D008579
C1527303,D029424
C1527304,D006967
C1527311,D001929
C1527338,D028243
C1527351,D011843
C1527353,D012019
C1527366,D013036
C1527383,D012594
C1527388,D000652
C1527393,D002598
C1527402,D000079524
C1527407,D011657
C1531624,D000083262
C1532959,D000080363
C1533628,C535818
C1533650,D002649
C1536021,D064806
C1536085,D057092
C1549006,D065227
C1562503,D054080
C1562908,D056005
C1563696,D049914
C1563706,D018500
C1563716,D050033
C1563725,D001948
C1563730,D003456
C1563751,D050174
C1563937,D050197
C1564391,D050596
C1565172,D051303
C1565321,D005767
C1565489,D051437
C1565885,D051556
C1565951,D008579
C1566050,D007567
C1566302,D005322
C1568248,D052245
C1568868,D013280
C1571130,C003402
C1571984,D003865
C1578691,D003409
C1608983,C537840
C1609433,C536482
C1609535,D058365
C1623038,D005355
C1627889,C000728487
C1657104,D000267
C1696469,D058923
C1696701,D000096705
C1704299,D052476
C1704317,D007971
C1704356,D002812
C1704373,D003193
C1704377,D005921
C1704378,D015433
C1710146,C531624
C1720416,C535506
C1720779,D008072
C1720785,D008586
C1720796,D011472
C1720803,D012783
C1720814,D014525
C1720824,D016757
C1608393,C536138
C1610620,D058686
C1619692,D054989
C1621958,D005909
C1622427,C563262
C1622434,C537417
C1623209,D004370
C1690006,C537881
C1691779,D006319
C1696708,D058246
C1701940,D053717
C1704218,D051677
C1704230,D001254
C1704315,D011704
C1704321,D009402
C1704375,D063730
C1704380,D000141
C1704423,D008209
C1704427,D000076042
C1704429,D052456
C1704430,D012553
C1704436,D058729
C1706004,D004476
C1707305,D003731
C1708350,C535516
C1708511,D040582
C1720765,D005261
C1720795,D011472
C1720797,D011472
C1720811,D013736
C1720815,D014525
C1720821,D015432
C1568249,D052245
C1568272,D052256
C1569637,D018269
C1609538,D055985
C1610617,D019121
C1568363,D052256
C1608955,D009165
C1619738,D054019
C1720894,D052801
C1720957,D053306
C1720983,D053447
C1721007,D053549
C1721099,D053858
C1721104,D053960
C1723764,D011472
C1619700,C563261
C1619712,D000073818
C1621327,D000067956
C1621396,D020935
C1621920,D008375
C1622345,C537459
C1640363,D000079426
C1641846,C537304
C1644196,C563268
C1659543,D000071060
C1691013,C563270
C1691228,D052177
C1704202,D053714
C1704330,D009057
C1704374,D004701
C1704417,D006938
C1706062,D053858
C1706192,D052516
C1710096,C537344
C1719672,D018805
C1720774,D007673
C1720776,D007696
C1720798,D011855
C1720860,D052496
C1720862,D052497
C1720958,D053306
C1721016,D053570
C1721022,D053589
C1721024,D053589
C1721025,D053589
C1721093,D053836
C1721098,D053842
C1721101,D053898
C1721103,D053938
C1739108,D000071698
C1800706,D054990
C1802405,C538142
C1809475,C538113
C1832099,C536707
C1832111,C563290
C1832112,C563291
C1832187,C563295
C1832241,C538056
C1720864,D052517
C1720999,D053489
C1721006,D053546
C1721017,D053578
C1721023,D053589
C1721053,D053716
C1721094,D053837
C1721096,D053840
C1622510,D018306
C1627365,C537031
C1630645,C000655084
C1636149,C537834
C1692886,D001170
C1696945,D000077062
C1704212,D004617
C1704272,D011470
C1704981,C563273
C1706412,D006949
C1706595,D053549
C1708371,C535584
C1709157,D000072662
C1709457,C563277
C1709603,D000072662
C1710274,D057091
C1719788,C563278
C1720189,C580065
C1720771,D006848
C1720772,D007009
C1720775,D007673
C1720802,D012035
C1720816,D014591
C1720830,D018856
C1720844,D037081
C1720859,D052496
C1720861,D052496
C1720863,D052497
C1720887,D052776
C1720950,D053263
C1720951,D053263
C1720956,D053306
C1720965,D053359
C1721005,D053529
C1735591,C536495
C1735886,D063748
C1739363,D011470
C1741120,D020232
C1785148,C535289
C1828066,C563287
C1828210,C537833
C1832162,C537698
C1832174,C535602
C1832175,C563294
C1832214,C563296
C1832215,C535397
C1832216,C535397
C1832229,C535680
C1735856,D020325
C1739384,C536361
C1739395,D054549
C1802398,C537650
C1802395,D003635
C1832334,C535716
C1827129,D000092422
C1827301,D054908
C1827755,D011555
C1822020,D012892
C1827192,D000092562
C1829703,C535588
C1832353,C563315
C1832352,C537865
C1832354,C563316
C1830750,D055874
C1832167,C563293
C1832174,C565088
C1832359,C537609
C1832369,C537547
C1832388,C563324
C1832392,C563326
C1832394,C563327
C1832391,C538072
C1832200,C536664
C1832408,C536072
C1832410,C563330
C1832431,C563337
C1832230,C563301
C1832231,C563301
C1832411,C536180
C1832232,C563301
C1832435,C537598
C1832426,C563336
C1832433,C563339
C1832440,C537686
C1832243,C563306
C1832244,C563307
C1832273,C537613
C1832274,C537993
C1832322,C563311
C1832465,C563349
C1832437,C563342
C1832474,C563352
C1832476,C563354
C1832525,C535896
C1832442,C563345
C1832443,C563346
C1832466,C535351
C1832362,C537694
C1832370,C563319
C1832378,C563320
C1832387,C563323
C1832390,C536530
C1832560,C535686
C1832379,C563321
C1832386,C563322
C1832590,C563368
C1832593,C563370
C1832412,C563331
C1832399,C535420
C1832409,C536214
C1832605,C563371
C1832661,C537768
C1832668,C563380
C1832588,C538356
C1832423,C563333
C1832424,C537684
C1832422,C535355
C1832425,C563335
C1832434,C536713
C1832436,C563341
C1832438,C535928
C1832439,C537121
C1832441,C563344
C1832464,C563348
C1832471,C537755
C1832472,C536336
C1832475,C563353
C1832594,C536538
C1832609,C537774
C1832432,C563338
C1832800,C537556
C1832444,C563347
C1832473,C537741
C1832526,C538284
C1832858,C563402
C1832874,C536177
C1832612,C563374
C1832587,C563365
C1832600,C538346
C1832615,C563375
C1832544,C563359
C1832932,C563410
C1832665,C563378
C1832669,C536868
C1832550,C537264
C1832567,C563362
C1832677,C563382
C1832680,C563384
C1832702,C537089
C1832736,C535742
C1832589,C537394
C1832592,C536062
C1832733,C563387
C1832774,C537140
C1832812,C563390
C1832813,C563391
C1832826,C563394
C1832977,C536824
C1832978,C563417
C1832611,C563373
C1832828,C563396
C1832830,C563398
C1832648,C537156
C1833136,C535909
C1832678,C563383
C1832827,C563395
C1833169,C538018
C1833170,C563431
C1832735,C536608
C1832926,C563408
C1832859,C563403
C1832884,C536890
C1833219,C537989
C1833229,C563435
C1832942,C563412
C1832950,C563414
C1833275,C563440
C1832814,C563392
C1832841,C563399
C1832855,C563401
C1833021,C563421
C1833118,C563426
C1833154,C563428
C1833163,C563430
C1832976,C563415
C1832992,C563418
C1833213,C538137
C1833319,C563444
C1832916,C536962
C1832917,C563407
C1832918,C536607
C1832931,C563409
C1832948,C563413
C1832949,C535528
C1833373,C538329
C1833218,C563433
C1833236,C563436
C1833268,C563439
C1833369,C563448
C1833372,C537147
C1833382,C563451
C1833296,C579991
C1833308,C563443
C1833473,C563455
C1833518,C563463
C1833321,C535356
C1833339,C537767
C1833454,C536616
C1833022,C535517
C1833030,C563422
C1833053,C563423
C1833564,C563469
C1833341,C563447
C1833429,C535306
C1833453,C563453
C1833477,C563456
C1833487,C563458
C1833499,C535938
C1833541,C531647
C1833577,C563470
C1833503,C563460
C1833508,C563461
C1833511,C563462
C1833661,C563475
C1833563,C563468
C1833245,C563437
C1833688,C563478
C1833603,C563472
C1833733,C563485
C1833748,C563487
C1833792,C537138
C1833690,C563480
C1833693,C563482
C1833697,C563483
C1833698,C536061
C1833736,C536039
C1833676,C538095
C1833790,C537142
C1833791,C563488
C1833796,C563491
C1833340,D003398
C1833795,C563490
C1833799,C563494
C1833809,C537128
C1833872,C563501
C1833380,C536536
C1833486,C563457
C1834144,C563513
C1834180,C563516
C1834207,D009472
C1833831,C563497
C1833561,C563466
C1833578,C563471
C1834304,D020968
C1833607,C535855
C1834372,C563534
C1833662,C563476
C1833689,C563479
C1833691,C563481
C1834078,C537857
C1834120,C537846
C1834143,C563512
C1833699,C563484
C1833797,C563492
C1834580,C535287
C1833798,C563493
C1833835,C563498
C1833836,C563499
C1833921,C536911
C1833995,C563505
C1833997,C563506
C1834013,C537740
C1834651,C563553
C1834653,C535898
C1834659,C535906
C1834673,C536391
C1834689,C563559
C1834079,C537854
C1833830,C563496
C1834371,C563533
C1834118,C538354
C1833839,C563500
C1833909,C563503
C1834523,C538400
C1834531,C563541
C1834876,C537471
C1834877,C563579
C1834880,C536540
C1834919,C563582
C1834935,C537552
C1835007,C563587
C1834579,C563549
C1834155,C563514
C1834206,C535714
C1834211,C563519
C1834231,C537389
C1834232,C563522
C1835010,C563589
C1835026,C563590
C1834671,C563557
C1834330,C563527
C1834418,C563535
C1834460,C563865
C1834014,C563508
C1834038,C563509
C1834688,C563558
C1834556,C563543
C1834559,C563545
C1834692,C563561
C1834703,C563562
C1834708,C563563
C1834712,C563565
C1834581,C563550
C1835030,C563592
C1834652,C563554
C1834753,C563570
C1835093,C563600
C1834205,C563517
C1834340,C563530
C1835172,C537836
C1834928,C536429
C1834821,C563574
C1834478,C537831
C1834846,C563575
C1834918,C563581
C1835265,C537711
C1835272,C563612
C1835303,C535692
C1834929,C537554
C1834532,C563542
C1834567,C563546
C1834569,C537563
C1834570,C536096
C1834968,C563585
C1835009,C535547
C1834582,C563551
C1834635,C563552
C1835043,C563596
C1835039,C563594
C1834674,C535436
C1834690,C563560
C1834724,C563566
C1834759,C535812
C1834881,C537468
C1834969,C563586
C1835028,C563591
C1835042,C536149
C1835086,C563598
C1835088,C563599
C1835171,C537152
C1835320,C563613
C1835360,C563617
C1835362,C563618
C1835402,C563624
C1835697,C563650
C1835794,C563652
C1835814,C563655
C1835829,C563663
C1835830,C563664
C1835084,C563597
C1835166,C563603
C1835087,C536135
C1835134,C563601
C1835169,C563604
C1835450,C537118
C1835484,C563630
C1835489,C563632
C1835173,C563607
C1835244,C563610
C1835492,C563634
C1835493,C563634
C1835373,C563620
C1835395,C563621
C1835896,C563677
C1835905,C563679
C1835614,C538136
C1835664,C536164
C1835926,C563688
C1835671,C536153
C1835677,C563649
C1835698,C537022
C1835793,C563651
C1835927,C563689
C1835813,C563654
C1836010,C563702
C1836022,C537030
C1835398,C538639
C1835403,C563625
C1835405,C563626
C1835488,C537006
C1835845,C563665
C1835437,C563627
C1835494,C563636
C1835636,C537538
C1835851,C536273
C1835854,C563669
C1835857,C563670
C1835865,C563671
C1835491,C563633
C1835555,C563637
C1835591,C563640
C1835650,C536157
C1835663,C563646
C1835672,C536152
C1835808,C563653
C1835887,C563672
C1835662,C536161
C1835819,C563659
C1836027,C563705
C1835913,C563682
C1835849,C563666
C1835923,C563685
C1835818,C563658
C1835826,C563661
C1835888,C563673
C1835894,C563675
C1835895,C563676
C1836050,C537932
C1835897,C563678
C1835852,C563668
C1836005,C563699
C1835933,C563692
C1835966,C563695
C1836080,C563709
C1836007,C563701
C1836023,C563703
C1836173,C563719
C1836182,C537913
C1835910,C535681
C1836120,C536427
C1836123,C537279
C1836155,C563718
C1836254,C563723
C1836255,C563724
C1836295,C563732
C1836302,C563733
C1836206,C563721
C1836307,C563735
C1836074,C535534
C1835922,C538246
C1835934,C563693
C1836315,C563736
C1836330,C563739
C1836081,C563710
C1836119,C563713
C1836006,C563700
C1836032,C536291
C1836033,C537943
C1836272,C563728
C1836327,C563738
C1836439,C563747
C1836438,C536849
C1836448,C538348
C1836474,C563753
C1836485,C563757
C1836121,C536817
C1836148,C563717
C1836133,C563716
C1836521,C563765
C1836202,C537452
C1836256,C563725
C1836199,C563720
C1836217,C536925
C1836573,C537303
C1836669,C535744
C1836672,C536973
C1836257,C563726
C1836284,C563730
C1836326,C563737
C1836704,C563784
C1836705,C563785
C1836287,C563731
C1836723,C563787
C1836383,C537204
C1836383,C537856
C1836395,C537203
C1836305,C563734
C1836336,C563740
C1836373,D058494
C1836436,C563744
C1836437,C563745
C1836447,C538351
C1836460,C563750
C1836473,C563752
C1836482,C563755
C1836484,C563756
C1836504,C563759
C1836518,C563764
C1836522,C536631
C1836503,C563758
C1836505,C563760
C1836544,C536631
C1836584,C563772
C1836603,C563774
C1836632,C536862
C1836621,C563776
C1836780,C563796
C1836823,C563798
C1836824,C563799
C1836898,C563806
C1836942,C563812
C1836994,C563814
C1837028,C563822
C1837122,C563832
C1836472,C538398
C1836481,C563754
C1836506,C563761
C1836507,C563762
C1836517,C563763
C1836653,D000094630
C1836683,C535766
C1836602,C537407
C1836635,D055947
C1836681,C563781
C1836694,C563783
C1836706,C563786
C1836724,C563788
C1836673,C563780
C1836682,C537059
C1837210,C563843
C1836743,C563790
C1836727,C563789
C1836756,C563791
C1837245,C563845
C1837314,C537879
C1836841,C537953
C1837355,C563855
C1837396,C535743
C1837418,C536993
C1837422,C563858
C1837454,C537307
C1836797,C563797
C1836862,C563803
C1836906,C563808
C1836765,C563794
C1837471,C563866
C1836946,C563813
C1837029,C536309
C1837090,C563827
C1836876,C537185
C1836899,C563807
C1837148,C536105
C1836915,C563810
C1836929,C535733
C1837008,C563816
C1837316,C537355
C1837014,C563817
C1837023,C563819
C1837073,C563825
C1837092,C563829
C1837026,C538162
C1837065,C563824
C1837149,C563834
C1837481,C563869
C1837501,C563871
C1837529,C563875
C1837091,C536090
C1837530,C563876
C1837154,C563835
C1837618,C535278
C1837657,C535789
C1837206,C563840
C1837203,C563839
C1837249,D054081
C1837616,C535279
C1837617,C563888
C1837229,C563844
C1837756,C535706
C1837809,C563900
C1837810,C563901
C1837317,C563848
C1837341,C563853
C1837342,C563854
C1837839,C563906
C1837371,C563856
C1837429,C536258
C1837728,C563895
C1837730,C563896
C1837812,C563903
C1837819,C563904
C1837822,C537411
C1837857,C563908
C1837462,C536199
C1837475,C563867
C1837884,C563914
C1837972,C563922
C1837974,C563923
C1837492,C563870
C1837518,C537202
C1837830,C563905
C1837845,C563907
C1837527,C563873
C1837593,C563882
C1837608,C563884
C1837609,C563885
C1837610,C536271
C1837615,C563886
C1837514,D000073537
C1837805,C539595
C1838009,C548030
C1838023,C563929
C1838049,C563930
C1838062,C537297
C1837873,C536603
C1837528,C563874
C1837915,C563918
C1837946,C563920
C1837970,C563921
C1837541,C537199
C1838120,C563935
C1838121,C563936
C1838100,C563933
C1838103,C536101
C1837549,C535781
C1837564,C563880
C1838122,C563937
C1838123,C538390
C1838141,C563940
C1838244,D049310
C1838258,C536055
C1838259,C563957
C1838313,C563966
C1838206,C536840
C1838162,C537348
C1838163,C537139
C1838180,C536434
C1838192,C536866
C1838218,C563947
C1838239,C563950
C1838243,C563952
C1838256,C537174
C1837640,C563890
C1838281,C563963
C1838300,C563965
C1838328,C537036
C1838347,C563973
C1837739,C563897
C1838346,C536574
C1837750,C563898
C1838348,C537736
C1838359,C536173
C1838420,C563975
C1838257,C537586
C1838429,C535502
C1838492,C563981
C1837868,C563909
C1838260,C563958
C1838263,C563961
C1838502,C563983
C1837894,C536360
C1837929,C563919
C1838099,C535334
C1838102,C535697
C1838539,C563984
C1838630,C563997
C1838654,C536123
C1838655,C538111
C1838670,C536093
C1838875,C564016
C1839021,C564024
C1838299,C563964
C1838327,C536328
C1838333,C563971
C1838160,C563941
C1838161,C563942
C1838230,C563948
C1838238,C563949
C1838240,C563951
C1838253,C563954
C1838261,C563959
C1838262,C563960
C1838280,C535501
C1838603,C563992
C1838625,C536681
C1838644,C535805
C1838653,C564003
C1838656,C564004
C1838437,C563977
C1838701,C564007
C1838702,C564008
C1838877,C564018
C1838447,C536465
C1838501,C563982
C1838547,C563985
C1838562,C535831
C1838571,C563989
C1838951,C564021
C1838991,C564022
C1838992,C564023
C1839070,C564029
C1839113,C564041
C1839129,C536970
C1839130,C564048
C1839162,C564051
C1839164,C564053
C1839311,C537528
C1839320,C536630
C1839408,C564066
C1839413,C564071
C1839456,C564076
C1839022,C564025
C1839076,C564034
C1839080,C536727
C1839082,C564036
C1838652,C565437
C1838657,C564005
C1839141,C564049
C1838703,C564009
C1839670,C564096
C1839727,C564099
C1839163,C564052
C1839173,C564054
C1839235,C536947
C1838781,C535779
C1838867,C564015
C1839264,C536857
C1839410,C535281
C1839780,C564105
C1839792,C564106
C1838912,C564019
C1838457,C563980
C1838491,C538091
C1838979,C537475
C1838568,C537221
C1839874,C545036
C1839028,C564026
C1839040,C536024
C1839073,C537587
C1839079,C564035
C1839114,C564042
C1838577,C563990
C1838601,C563991
C1838606,C563994
C1838611,C535693
C1838612,C537608
C1838647,C563999
C1839455,C564075
C1839463,C536942
C1838779,C564010
C1838782,C564012
C1839884,C537113
C1839885,C564114
C1839566,C537129
C1839576,C537125
C1839577,C564087
C1839602,C564090
C1839612,C564091
C1839729,C564101
C1838854,C564013
C1839258,C564056
C1839259,D055534
C1839839,C564108
C1839910,C536158
C1839911,C536873
C1839368,C564065
C1839071,C564030
C1839074,C564032
C1839075,C564033
C1839988,C536085
C1839989,C537365
C1840073,C564125
C1839112,C564040
C1839123,C536936
C1839125,C536620
C1839161,C564050
C1840265,C564135
C1840283,C536084
C1840311,C537875
C1840334,C564148
C1839440,C564072
C1839454,C537241
C1839579,C564088
C1839708,C564098
C1839263,C564058
C1840385,C564157
C1839735,C536703
C1839982,C564120
C1839321,C536625
C1839332,C564063
C1840061,C535540
C1840235,C537342
C1840219,C564128
C1840266,C564136
C1840296,C536088
C1840299,C564143
C1840404,C564168
C1840427,C564171
C1840322,C564146
C1840429,C564173
C1840475,C564178
C1840551,C564183
C1840335,C537155
C1840347,C537146
C1840361,C564152
C1840364,C564154
C1839564,C537568
C1839565,C564084
C1840365,C536883
C1840373,C564156
C1840586,C564186
C1840390,C564161
C1840391,C564162
C1840394,C564165
C1840403,C564166
C1839580,C537853
C1840779,C564192
C1841414,C564194
C1841415,C564195
C1840425,C564170
C1840428,C564172
C1840438,C564174
C1839669,C564095
C1839671,C564097
C1840452,C536075
C1840560,C538118
C1840644,C564189
C1839730,C535274
C1839736,C536708
C1839840,C564109
C1839842,C564110
C1841622,C564197
C1841640,C564199
C1841657,C535853
C1841639,C564198
C1841651,C564200
C1841658,C564202
C1841679,C535627
C1839927,C564118
C1840059,C564122
C1840253,C564133
C1841835,C537293
C1841836,C564211
C1841854,C564214
C1841904,C564218
C1840317,C564144
C1841695,C535619
C1841727,C564207
C1841825,C564210
C1841693,C535626
C1842030,C564235
C1840333,C537907
C1840348,C564151
C1840362,C536605
C1840386,C536846
C1840387,C536845
C1840388,C564159
C1840389,C564160
C1841989,C536825
C1842010,C564230
C1842062,C564242
C1840393,C564164
C1842124,C564248
C1842073,C564243
C1840423,C564169
C1841973,C564221
C1841984,C536827
C1842028,C564234
C1842035,C564237
C1842036,C536819
C1842051,C564239
C1842052,C537685
C1842090,C564245
C1842108,C564246
C1842109,C564247
C1842127,C564249
C1842136,C564250
C1842137,C537845
C1842143,C564251
C1840528,C564180
C1842058,C564241
C1840646,C564190
C1840780,C564193
C1841654,C564201
C1841694,C535620
C1841696,C535618
C1842082,C564244
C1842349,C564267
C1842353,C564268
C1841809,C564209
C1841853,C535986
C1841972,C564221
C1842009,C564229
C1842149,C564252
C1842237,C564257
C1842025,C564232
C1842381,C564273
C1842398,C564275
C1842315,C564262
C1842345,C564266
C1842031,C535536
C1842357,C564269
C1842363,C564271
C1842371,C564272
C1842531,C535499
C1842564,C536956
C1842413,C564277
C1842422,C564278
C1842382,C564274
C1842180,C564254
C1842186,C537855
C1842197,C564256
C1842247,C564258
C1842307,C564261
C1842316,C564263
C1842321,C564264
C1842342,C564265
C1842362,C537709
C1842691,C564305
C1842464,C536110
C1842463,C535470
C1842475,C564284
C1842562,C564291
C1842465,C564283
C1842486,C564286
C1842577,C536294
C1842534,C564288
C1842563,C564292
C1842586,C564296
C1842614,C564298
C1842642,C564299
C1842679,C564303
C1842687,C548072
C1842839,C564312
C1842674,C564300
C1842676,C537312
C1842704,C564306
C1842763,C564307
C1842852,C564313
C1842870,C535362
C1842778,C538263
C1842797,C564309
C1842884,C564315
C1842981,D000075384
C1842939,C564322
C1842836,C000623088
C1842914,D057826
C1842930,C564320
C1842983,C535418
C1842898,C564317
C1843015,C564330
C1843042,C564332
C1842984,C564325
C1843140,D020936
C1843096,C564334
C1843013,C536598
C1843164,C537987
C1843232,C564348
C1843183,C539595
C1843225,C537994
C1843256,C564352
C1843274,C564356
C1843014,C564329
C1843028,C564331
C1843285,C564357
C1843075,C564333
C1843323,C536527
C1843292,C564359
C1843306,C564361
C1843315,C564362
C1843139,C564336
C1843116,C535442
C1843153,C535417
C1843477,C564368
C1843173,C535415
C1843211,C564345
C1843691,C537474
C1843706,C535791
C1843247,C537985
C1843291,C536220
C1843257,C564353
C1843273,C536922
C1843330,C536056
C1843884,C537197
C1843920,C564403
C1843355,C564365
C1843757,C564382
C1843758,C564383
C1843851,C537583
C1844006,C564408
C1844137,C564415
C1844376,D006105
C1844502,C564424
C1844560,C564425
C1844671,C535376
C1844677,C564433
C1844775,C535975
C1844831,C564442
C1844862,C535559
C1844908,C564452
C1843463,C564367
C1843972,C564405
C1843994,C564406
C1844016,C564409
C1844017,C538319
C1844569,C564427
C1844654,C535726
C1843478,C564369
C1843504,C548069
C1844935,C535465
C1845050,C564461
C1845052,C538243
C1843569,C564375
C1843766,C564385
C1843832,C564393
C1844836,C537793
C1845104,C564475
C1844864,C538077
C1844865,C535303
C1843896,C564400
C1844005,C564407
C1844019,C564411
C1844375,C564416
C1844406,C537294
C1844412,C564421
C1844440,C564422
C1844934,C535380
C1844936,C537315
C1845026,C536410
C1845027,C564459
C1845028,C536358
C1845076,C564469
C1845117,C536289
C1845119,C564480
C1845136,C564481
C1845142,C564482
C1845144,C564483
C1845165,C564486
C1845168,D053098
C1845202,C564491
C1845235,C564492
C1845285,C564495
C1845294,C564499
C1845295,C564499
C1845333,C564503
C1845359,C564506
C1844776,C564438
C1845146,C564484
C1845151,C564485
C1845167,C564487
C1843418,C564366
C1845181,C564489
C1843492,C564370
C1843661,C564378
C1843687,C538261
C1843807,C537658
C1843815,C564391
C1843816,C564392
C1845297,C564501
C1844873,C535302
C1844884,C564449
C1844885,C537314
C1844918,C537102
C1845053,C564463
C1845069,C537043
C1845407,C564507
C1845446,C564509
C1845672,C564522
C1845717,C564523
C1845078,C564470
C1843891,C537200
C1843895,C564399
C1843942,C564404
C1845837,C564525
C1845096,C564473
C1845102,C564474
C1845116,C564478
C1844020,C538116
C1844025,C564413
C1844501,C564423
C1845243,C564494
C1845293,C564498
C1845667,C564520
C1845668,C536658
C1845810,C564524
C1844579,C564428
C1845343,C564505
C1845450,C564510
C1844589,C564430
C1845546,C537923
C1845838,C564526
C1845845,C564527
C1845860,C564528
C1845862,C535598
C1845877,C564531
C1845889,C564533
C1844676,C564432
C1844678,C536424
C1845892,C564535
C1844696,C538089
C1845919,C564538
C1846008,C564542
C1846009,C564543
C1846032,C564545
C1846033,C564546
C1846038,C564547
C1844853,C000705207
C1844863,C564446
C1846010,C564544
C1846011,C000721322
C1846044,C538051
C1846046,C536643
C1846056,C535556
C1846128,C564553
C1846130,C537450
C1844887,C535347
C1846058,C537723
C1846129,C564554
C1846167,C538326
C1846169,C564561
C1846055,C537333
C1846172,C564563
C1846174,C564566
C1846248,C564571
C1845055,C538258
C1845070,C564467
C1845073,C564468
C1845094,C535345
C1845095,C564472
C1845105,C564476
C1846242,C564570
C1845286,C564496
C1845292,C564497
C1846278,C537451
C1845366,C537456
C1846142,C536068
C1846145,C537135
C1846147,C564557
C1846148,C536671
C1846265,C537465
C1845499,C564511
C1845526,C564513
C1845530,C537495
C1845531,C564515
C1845543,C564516
C1846171,C564563
C1846331,C537704
C1846357,C536132
C1846385,C537067
C1846220,C564568
C1846257,C564572
C1846343,C537653
C1846344,C564578
C1846386,C537067
C1846452,C564590
C1845847,C000721322
C1845861,C567069
C1846573,C564600
C1846367,C537198
C1846492,C537310
C1846520,C564596
C1846545,D056735
C1846576,C564602
C1846647,C564609
C1846617,C564606
C1846632,C564608
C1846672,C564612
C1846685,C536856
C1846671,C564611
C1846796,C538256
C1846784,C564624
C1846790,C536296
C1845903,C538057
C1846816,C564625
C1846843,C535505
C1845987,C564539
C1846006,C536181
C1846057,C564551
C1846059,C535866
C1846582,C564603
C1846949,C564635
C1847132,C564645
C1847200,C536596
C1846707,C564616
C1846170,C537449
C1847197,C564648
C1847406,C564656
C1846735,C564622
C1847522,C564660
C1847524,D001251
C1847555,C538375
C1846838,C564628
C1846839,C564629
C1847582,C564669
C1846922,C564634
C1847604,C536529
C1847387,C564655
C1846388,C564583
C1846389,C537067
C1846980,C564637
C1847013,C564640
C1847014,C564641
C1846421,C537880
C1847185,C538148
C1847352,C564652
C1847360,C564653
C1847361,C564654
C1846529,C564597
C1847501,C536830
C1847540,C564665
C1847554,C535277
C1847593,C535504
C1846648,C538247
C1847626,C564675
C1847627,C564676
C1847903,C564704
C1847731,C537657
C1847735,C564688
C1847722,C564684
C1847823,C535413
C1847827,C564694
C1847836,C564696
C1848068,C564712
C1847866,C564701
C1846721,C564620
C1846722,C564621
C1846823,C564626
C1847849,C564699
C1847871,C536145
C1846837,C564627
C1846896,C564633
C1847874,C537892
C1847896,C564702
C1847967,C565836
C1846990,C564638
C1847024,C537729
C1847114,C537311
C1847196,C535722
C1848030,C564710
C1847319,C564650
C1848070,C531731
C1848087,C564713
C1848097,C564714
C1848174,C564721
C1848138,C564716
C1848139,C564717
C1848144,C536743
C1848171,C537921
C1848201,D054221
C1847399,C536389
C1847493,C564658
C1847521,C535862
C1848204,C564723
C1848336,C538212
C1847572,C537534
C1848214,C564725
C1848413,C564734
C1847622,C564674
C1847640,C537177
C1847720,C564683
C1848211,C564724
C1847725,C564685
C1847800,D014849
C1847839,C564697
C1848519,C536467
C1848213,D054091
C1847865,C564700
C1848387,C564729
C1848411,C564732
C1848439,C537448
C1848470,C536699
C1848554,C564743
C1848649,C564756
C1848650,C564757
C1847902,C564703
C1847972,C564706
C1847973,C564707
C1848029,C536193
C1848137,C564715
C1848172,C536122
C1848199,D054221
C1848392,C536729
C1848407,C564730
C1848410,C536766
C1848412,C564733
C1848488,C535776
C1848525,D014842
C1848533,C535393
C1848552,C564743
C1848604,C564753
